passage_number,passage_key,translation_run_id,profile_name,profile_label,is_focal,model,candidate_words,reference_words,bleu4,chrfpp,meteor,rouge_l,unigram_f1,trigram_f1,char_trigram_f1,word_edit_similarity,candidate_text,reference_text
3,xin-shi-wei-zhong-03,159,parallage_19_alliterative_mnemonic,Alliterative Mnemonic,false,gpt-5.5,141,54,0.07041787,0.42740901,0.49245816,0.41025641,0.45128205,0.29319372,0.38754325,0.22695035,"**Rhythmic translation**

When the **heart-mind** would **see** it,  
the **eyes** accordingly **survey** it.  

When the **heart-mind** would **hear** it,  
the **ears** accordingly **attend** it.  

When the **heart-mind** would **speak** it,  
the **mouth** accordingly **says** it.  

When the **heart-mind** would **use** it,  
the **heels** accordingly **heave**—are lifted for it.  

---

### Factual anchors

| Chinese | Literal anchor | Translation choice |
|---|---:|---|
| 心 | heart / mind | “heart-mind” |
| 欲 | desires / wants | “would” |
| 見之 | see it | “see it” |
| 目故視之 | the eyes therefore look at it | “eyes accordingly survey it” |
| 聞之 | hear it | “hear it” |
| 耳故聽之 | the ears therefore listen to it | “ears accordingly attend it” |
| 道之 | speak it / say it; possibly “put it into words” | “speak it” |
| 口故言之 | the mouth therefore says it | “mouth accordingly says it” |
| 用之 | use it / employ it | “use it” |
| 踵故舉之 | the heels therefore lift/raise it; wording is physically terse and somewhat uncertain | “heels accordingly heave—are lifted for it” |","When the heart-mind desires to see it, the eyes therefore look at it; when the mind desire to hear it, the ears therefore listen to it; when the heart-mind desires to speak of it, the mouth therefore says it; when the heart-mind desires to use it, the heel therefore lifts it."
3,xin-shi-wei-zhong-03,161,parallage_20_rhyming_poetry,Rhyming Poetry,false,gpt-5.5,39,54,0.01925156,0.20499693,0.29389915,0.40860215,0.38709677,0.02247191,0.24725275,0.27777778,"**Poetic translation:**

The heart-mind longs to see—so eyes bestow;  
It longs to hear—so ears attend and know;  
It longs to speak—so mouth lets language flow;  
It longs to use/act—so the lifted heels go.","When the heart-mind desires to see it, the eyes therefore look at it; when the mind desire to hear it, the ears therefore listen to it; when the heart-mind desires to speak of it, the mouth therefore says it; when the heart-mind desires to use it, the heel therefore lifts it."
3,xin-shi-wei-zhong-03,163,parallage_memory_pack,Memory Pack,false,gpt-5.5,225,54,0.10945125,0.44988057,0.37229536,0.35842294,0.35842294,0.26909091,0.30639731,0.22222222,"### Translation

When the heart-mind wishes to see it, the eyes therefore look at it.  
When the heart-mind wishes to hear it, the ears therefore listen to it.  
When the heart-mind wishes to speak of it, the mouth therefore says it.  
When the heart-mind wishes to use it, the heel/foot therefore lifts it.

### Notes on uncertainty

- **心** is rendered as **“heart-mind”**, since it can mean the seat of thought, intention, and feeling.  
- **之** is repeated throughout as **“it”**, but its precise referent is not supplied in the passage.  
- **踵** literally means **“heel”**; by extension it may suggest the foot in action.  
- **舉之** means **“raises/lifts it”**; in context it may imply bodily movement in service of intention, but the exact action remains somewhat unclear.

---

## Memory aids, not critical translations

### Mnemonic rendering

The heart-mind wants; the body acts:  
to see, the eyes look;  
to hear, the ears listen;  
to speak, the mouth talks;  
to use, the foot lifts.

### Alliterative version

Mind means to meet it: eyes examine.  
Mind means to mark its sound: ears attend.  
Mind means to mention it: mouth makes words.  
Mind means to manage it: heel heaves.

### Short rhyme

If mind would see, the eyes will go;  
if mind would hear, the ears will know.  
If mind would speak, the mouth will say;  
if mind would use, the foot gives way.","When the heart-mind desires to see it, the eyes therefore look at it; when the mind desire to hear it, the ears therefore listen to it; when the heart-mind desires to speak of it, the mouth therefore says it; when the heart-mind desires to use it, the heel therefore lifts it."
4,xin-shi-wei-zhong-04,165,classical_chinese_focal_scholarly,Focal Scholarly Translation,true,gpt-5.5,40,37,0.09223350,0.36568917,0.46256702,0.41558442,0.51948052,0.08219178,0.34437086,0.27500000,"Keep the mind still, with nothing to which it goes. Of the hundred bodily parts and the four forms, none is not [affected / responsive]. Let one who is a ruler take this as his mirror, and so rule the people.","When the heart-mind is calm, none of the hundred bodies’ four ministers (ie., eyes, ears, mouth, and heels) is not (still). One who is the ruler should observe that so that he can rule the people."
4,xin-shi-wei-zhong-04,167,parallage_01_diplomatic_literal,Diplomatic Literal,false,gpt-5.5,44,37,0.12336052,0.37000600,0.49095677,0.41975309,0.49382716,0.05194805,0.40000000,0.27272727,"The mind still: do not have anything to which it reaches.  
The hundred body-parts and the four forms—none does not [do so / is not so].  
One who is a ruler should take this as a mirror,  
so as to rule the people.","When the heart-mind is calm, none of the hundred bodies’ four ministers (ie., eyes, ears, mouth, and heels) is not (still). One who is the ruler should observe that so that he can rule the people."
4,xin-shi-wei-zhong-04,169,parallage_02_interlinear_gloss,Interlinear Gloss,false,gpt-5.5,267,37,0.01003265,0.17235157,0.32521333,0.11803279,0.14473684,0.01333333,0.12024048,0.05992509,"| character or short phrase | function | gloss | notes |
|---|---:|---|---|
| 心 | subject/topic | the heart-mind | Could mean “mind,” “heart,” or “heart-mind.” |
| 靜 | predicate/adjectival verb | is still; is quiet | May also be read imperatively: “make/keep the mind still.” |
| 毋 | negative imperative/prohibitive | do not; let there not be | Governs the following existential phrase. |
| 有所至 | verb phrase / existential construction | have something/somewhere it reaches; have a place/object of arrival | 所至 = “that to which one arrives/reaches”; exact sense uncertain. |
| 百體 | subject/topic | the hundred bodily parts | A general expression for the body’s many parts. |
| 四相 | coordinated subject/topic | the four appearances/forms/aspects | Meaning uncertain; could refer to four bodily aspects or manifestations, but the text does not specify. |
| 莫不 | universal negative construction | none do not; all … | Incomplete as transmitted/punctuated: 莫不 normally expects a following predicate. The predicate may be omitted or lost. |
| 為君者 | nominal phrase | those who are rulers; one who acts as lord | 為 = “be/act as”; 者 nominalizes. |
| 其 | modal/adverbial particle | should; ought to; let them | Jussive or exhortative force. |
| 監於此 | verb phrase | look to this; take this as a mirror/warning/model | 監 can mean “inspect,” “mirror,” or “take warning from.” |
| 以 | purposive connector | in order to; thereby | Introduces the purpose/result. |
| 君 | verb | rule; be lord over | Used verbally. |
| 民人 | object | the people; the common people | Literally “the people and persons,” or simply “the people.” |

Aligned gloss translation:

“Let the heart-mind be still, and let it have no place/object to which it reaches.  
As for the hundred bodily parts and the four forms/aspects, none do not … [predicate unclear or missing].  
Those who are rulers should look to this, in order thereby to rule the people.”","When the heart-mind is calm, none of the hundred bodies’ four ministers (ie., eyes, ears, mouth, and heels) is not (still). One who is the ruler should observe that so that he can rule the people."
4,xin-shi-wei-zhong-04,171,parallage_03_syntax_scaffold,Syntax Scaffold,false,gpt-5.5,112,37,0.02470263,0.27394254,0.34693401,0.24161074,0.26845638,0.01379310,0.21376281,0.12500000,"**Translation**

[When] the mind is still [and] has nothing to which it goes,  
[then] the hundred body-parts and the four forms/signs—none is not [so / responsive / in order?].  

Those who act as rulers should look to this,  
and use it to rule the people.

**Syntax map**

- 「心靜」: subject-predicate — “the mind is still.”
- 「毋有所至」: negative existential/verbal phrase — “there is nothing to which it reaches/goes.”
- 「百體四相莫不」: compound subject + universal negative, with predicate apparently omitted or uncertain — “the hundred body-parts and four forms/signs, none do not …”
- 「為君者」: nominalized phrase — “those who are rulers.”
- 「其監於此」: modal/admonitory 「其」 + verb phrase — “should take heed / look to this.”
- 「以君民人」: purpose/instrumental phrase — “thereby / with it, rule the people.”","When the heart-mind is calm, none of the hundred bodies’ four ministers (ie., eyes, ears, mouth, and heels) is not (still). One who is the ruler should observe that so that he can rule the people."
4,xin-shi-wei-zhong-04,173,parallage_04_minimal_inference,Minimal Inference,false,gpt-5.5,52,37,0.06546236,0.37478176,0.35996753,0.33707865,0.42696629,0.04705882,0.35754190,0.23076923,"When the mind is still, let there be nothing toward which it goes. Of the hundred bodily parts and the four forms, there are none that do not [the text leaves the predicate unstated/unclear].

Those who act as rulers should take this as a mirror, in order to rule the people.","When the heart-mind is calm, none of the hundred bodies’ four ministers (ie., eyes, ears, mouth, and heels) is not (still). One who is the ruler should observe that so that he can rule the people."
4,xin-shi-wei-zhong-04,175,parallage_05_scholarly_readable,Scholarly Readable,false,gpt-5.5,140,37,0.01712192,0.25768013,0.35942367,0.15819209,0.23728814,0.02312139,0.20428752,0.09285714,"**Translation**

Keep the heart-mind still, and let it have nothing toward which it goes. As for the hundred bodily parts and the “four appearances,” there are none that do not [accord with this?] — the text here is elliptical. Those who act as rulers should take this as a mirror, and thereby rule the people.

**Glossary**

- **心 (*xin*)**: “heart-mind”; the seat of thought, intention, and affect.  
- **靜 (*jing*)**: still, quiet, tranquil.  
- **毋有所至**: “let there be nothing to which it goes/reaches”; interpreted cautiously as restraining directed mental movement.  
- **百體**: “the hundred bodily parts,” i.e. the body in all its parts.  
- **四相**: literally “four appearances/forms/aspects”; precise referent uncertain here.  
- **莫不**: “none do not …”; the expected predicate is absent or implied.  
- **監於此**: “take this as a mirror/model,” or “take warning from this.”  
- **君民人**: “to rule the people”; **君** used verbally, “to act as lord/ruler over.”","When the heart-mind is calm, none of the hundred bodies’ four ministers (ie., eyes, ears, mouth, and heels) is not (still). One who is the ruler should observe that so that he can rule the people."
4,xin-shi-wei-zhong-04,177,parallage_06_smooth_idiomatic,Smooth Idiomatic,false,gpt-5.5,50,37,0.08448546,0.38852187,0.45048956,0.32183908,0.43678161,0.07228916,0.35897436,0.22000000,"Keep the heart-mind still, and let it not go toward anything; of the hundred bodily parts and the four forms, there is none that does not [follow/be affected—text incomplete or elliptical]. Those who rule should take this as a mirror, and use it to rule the people.","When the heart-mind is calm, none of the hundred bodies’ four ministers (ie., eyes, ears, mouth, and heels) is not (still). One who is the ruler should observe that so that he can rule the people."
4,xin-shi-wei-zhong-04,179,parallage_07_message_paraphrase,Message Paraphrase,false,gpt-5.5,193,37,0.01046839,0.22927432,0.33305168,0.14782609,0.20000000,0.00884956,0.17682927,0.06735751,"**Translation**

Keep the heart-mind still; do not let it fix on, or go toward, anything.  
As for the hundred parts of the body and the “four appearances,” none of them fail to … [the predicate seems absent or uncertain].  
Those who rule should take this as a mirror, and use it in ruling the people.

**Anchor notes**

1. **心** → “heart-mind”: the seat of thought, feeling, and intention.  
2. **靜** → “still”: calm, unmoving, undisturbed.  
3. **毋有所至** → “do not let it fix on, or go toward, anything”: literally, “have nothing to which it arrives/reaches.”  
4. **百體** → “the hundred parts of the body”: a conventional way to refer to all bodily members or components.  
5. **四相** → “four appearances”: the exact referent is uncertain, so the phrase is kept fairly literal.  
6. **莫不** → “none of them fail to …”: the construction expects a following verb or predicate, but the transmitted line appears incomplete or elliptical.  
7. **為君者** → “those who rule”: literally, “those who are rulers/lords.”  
8. **其監於此** → “should take this as a mirror”: 監 means to look into, inspect, or take warning/model from.  
9. **以君民人** → “use it in ruling the people”: 君 is used verbally, “to act as ruler over”; 民人 means the people or populace.","When the heart-mind is calm, none of the hundred bodies’ four ministers (ie., eyes, ears, mouth, and heels) is not (still). One who is the ruler should observe that so that he can rule the people."
4,xin-shi-wei-zhong-04,182,parallage_08_controlled_english,Controlled English,false,gpt-5.5,50,37,0.11953994,0.42643636,0.51528050,0.39080460,0.50574713,0.12048193,0.44247788,0.26000000,"When the heart-mind is still, there is no place to which the heart-mind goes.

Of the hundred bodily parts and the four aspects, none is not [so].

Those who are rulers should take this as a mirror.

Those who are rulers should use this to rule the people.","When the heart-mind is calm, none of the hundred bodies’ four ministers (ie., eyes, ears, mouth, and heels) is not (still). One who is the ruler should observe that so that he can rule the people."
4,xin-shi-wei-zhong-04,183,parallage_09_analyst_brief,Analyst Brief,false,gpt-5.5,156,37,0.02266789,0.26926878,0.34766339,0.18461538,0.24870466,0.03174603,0.18969072,0.09615385,"- **Translation:** “When the mind is still and does not go toward anything, the hundred bodily parts and the four forms/aspects—none do not [respond / accord]. One who acts as ruler should take this as a mirror, and thereby rule the people.”

- **Main claim:** Inner stillness of the **mind/heart** is presented as the condition under which the body’s many parts and outward aspects become properly ordered or responsive.

- **Agency:** The primary agency lies first in the **mind/heart**; by analogy, the **ruler** should observe this principle and apply it in governing.

- **Causal relation:** Mental stillness and non-directedness → bodily coordination or compliance; similarly, a ruler’s self-regulation or centeredness → proper rule over the people.

- **Uncertainty / interpretive risk:** The phrase **「百體四相莫不」** appears grammatically incomplete: “none do not …” lacks an explicit verb or predicate. “四相” is also uncertain: it may mean “four appearances/forms,” “four limbs/aspects,” or another technical category. The translation therefore supplies “[respond / accord]” only tentatively.","When the heart-mind is calm, none of the hundred bodies’ four ministers (ie., eyes, ears, mouth, and heels) is not (still). One who is the ruler should observe that so that he can rule the people."
4,xin-shi-wei-zhong-04,185,parallage_10_plain_language,Plain Language,false,gpt-5.5,57,37,0.06812564,0.35394976,0.36732012,0.29787234,0.36170213,0.02222222,0.31578947,0.19298246,"Let the mind be still, and do not let it go toward anything. Then the hundred parts of the body and the four forms (or “four signs”) will all be so—though the text seems incomplete here.

Those who act as rulers should take this as a mirror (a lesson), so that they may rule the people.","When the heart-mind is calm, none of the hundred bodies’ four ministers (ie., eyes, ears, mouth, and heels) is not (still). One who is the ruler should observe that so that he can rule the people."
4,xin-shi-wei-zhong-04,187,parallage_11_learners_translation,Learner's Translation,false,gpt-5.5,337,37,0.00742641,0.16808939,0.30209602,0.09090909,0.14973262,0.01621622,0.12672522,0.05044510,"## Close translation

“Let the mind be still, and do not let there be anything to which it goes.  
As for the hundred bodily parts and the four aspects, there are none that do not [—the predicate is missing or left implicit].  
Those who are rulers should take this as a mirror/warning, and thereby rule the people.”

## Grammar notes

1. **心靜**: Literally “the mind is still.” It may be read as a descriptive clause or as an injunction: “let the mind be still.”
2. **毋**: A negative imperative, “do not,” “let there not be.”
3. **有所至**: Literally “have that to which one arrives/goes.” Here **所至** means “that which is reached” or “the place/object toward which it goes.”
4. **毋有所至**: Close sense: “do not have anything toward which [the mind] goes,” suggesting non-directedness or non-attachment.
5. **百體**: Literally “the hundred bodies/parts,” commonly meaning all the parts of the body.
6. **四相**: Literally “four appearances/aspects/forms.” The exact referent is uncertain in this isolated passage, so it is best kept literal.
7. **莫不**: “There is none that does not…” It normally expects a following verb or adjective, but in the supplied text it is incomplete or elliptical.
8. **為君者**: “Those who are rulers” or “one who acts as ruler.” **為** means “to be / to serve as.”
9. **其** before **監**: Exhortative/modal: “should,” “ought to,” “let them.”
10. **監於此**: Literally “mirror oneself in this” or “take warning from this.” **監** can mean to inspect, take as a mirror, or heed as a lesson.
11. **以君民人**: **以** marks means or purpose: “thereby / in order to.” **君** is used verbally, “to rule as lord over.”
12. **民人**: “the people,” “the populace”; the two characters reinforce the sense of common people.

## Mini vocabulary

- **心** — mind, heart  
- **靜** — still, quiet, calm  
- **毋** — do not; let there not be  
- **至** — to arrive, reach, go to  
- **百體** — the hundred bodily parts; the whole body  
- **四相** — four aspects/forms/appearances, exact sense uncertain here  
- **莫不** — none do not; all without exception  
- **為君者** — one who is a ruler; rulers  
- **監** — to inspect; to take as a mirror; to heed as a warning  
- **君** — ruler; to rule  
- **民人** — the people, populace","When the heart-mind is calm, none of the hundred bodies’ four ministers (ie., eyes, ears, mouth, and heels) is not (still). One who is the ruler should observe that so that he can rule the people."
4,xin-shi-wei-zhong-04,190,parallage_12_named_entity_explicit,Named Entity Explicit,false,gpt-5.5,195,37,0.01444034,0.21847161,0.30839517,0.14655172,0.21551724,0.00877193,0.16903915,0.07179487,"### Translation

“When the mind is still, let it have nowhere that it goes/reaches; the hundred parts of the body and the four forms/aspects—there is none that is not [so / affected]. Those who act as rulers should take this as a mirror/admonition, and thereby rule the people.”

*Note:* The phrase **「百體四相莫不」** appears incomplete or elliptical: **「莫不」** normally expects a following predicate, so the translation preserves the uncertainty.

---

### Named entities and abstract concepts

| Term | Type | Role in passage | Confidence |
|---|---|---:|---:|
| 心 | Abstract / psycho-physical concept | The “mind/heart” whose stillness is described | High |
| 靜 | Abstract concept | Stillness or quietude, the desired state of the mind | High |
| 所至 | Abstract concept / action-state | A place or object toward which the mind “reaches”; negated by 「毋」 | Medium |
| 百體 | Body concept | “Hundred bodily parts,” representing the whole body | High |
| 四相 | Abstract / bodily or formal concept | “Four forms/aspects/signs”; exact referent uncertain | Low–Medium |
| 君 / 為君者 | Social-political role | The ruler, or those who act as rulers | High |
| 監於此 | Abstract action | To take this as a mirror, lesson, or warning | Medium–High |
| 民人 | Social collective | The people/common folk to be ruled | High |
| 君民人 | Political action/concept | To rule/govern the people; literally “to act as lord over the people” | Medium |","When the heart-mind is calm, none of the hundred bodies’ four ministers (ie., eyes, ears, mouth, and heels) is not (still). One who is the ruler should observe that so that he can rule the people."
4,xin-shi-wei-zhong-04,191,parallage_13_forked_lattice,Forked Lattice,false,gpt-5.5,286,37,0.01761856,0.22486152,0.27944846,0.12923077,0.16718266,0.01880878,0.13656388,0.06993007,"## Ambiguous spans

1. **心靜毋有所至**
   - “When the mind is still and has nowhere to go / reach”
   - “Keep the mind calm, and do not let it be directed toward anything”
   - “If the heart-mind is tranquil, nothing comes to it / reaches it” *(less certain)*

2. **百體四相**
   - “the hundred parts of the body and the four appearances/forms”
   - “all the body’s members and the four features”
   - “the whole body and its fourfold manifestations” *(interpretive)*

3. **莫不**
   - Literally “none does not …,” but the predicate is absent or omitted in the supplied text.
   - Possible completions in translation:
     - “none is not [affected / brought into order]”
     - “all [follow / respond]”
     - “there is nothing that is not [so]”

4. **為君者其監於此**
   - “Those who are rulers should examine this”
   - “Let one who acts as lord take this as a mirror”
   - “A ruler should take warning from this”

5. **以君民人**
   - “thereby to rule the people”
   - “and so be lord over the common people”
   - “use it in governing the people”

---

## Translation A

When the mind is still and has nowhere toward which it goes, among the hundred parts of the body and the four forms there is none that is not [accordingly ordered]. Those who are rulers should take this as a mirror, and by it rule the people.

## Translation B

Keep the heart-mind calm, and do not let it be fixed on anything; then all the body’s members and the four appearances will all [respond]. One who serves as ruler should examine this, and use it to govern the people.

## Translation C

If the mind is tranquil and nothing reaches it, then the whole body and its fourfold forms—none will fail to [be affected]. Let those who are lords take warning from this, so as to be lords over the people.","When the heart-mind is calm, none of the hundred bodies’ four ministers (ie., eyes, ears, mouth, and heels) is not (still). One who is the ruler should observe that so that he can rule the people."
4,xin-shi-wei-zhong-04,193,parallage_14_uncertainty_annotated,Uncertainty Annotated,false,gpt-5.5,248,37,0.01214193,0.20697375,0.27450724,0.09824561,0.18245614,0.02846975,0.14882308,0.05241935,"## Translation

1. **“If the mind is still and has nowhere to which it goes, then the hundred bodily parts and the four appearances—there are none that do not [respond / follow; text appears incomplete].”**  
   **Confidence: 45/100.**  
   **Reason:** The opening is intelligible in general sense, but **「百體四相莫不」 lacks an expressed predicate after 「莫不」**, making the sentence syntactically incomplete or possibly corrupt. 「四相」 is also uncertain in this context.

2. **“Those who act as rulers should take this as a mirror, in order to rule the people.”**  
   **Confidence: 78/100.**  
   **Reason:** 「為君者」, 「監於此」, and 「以君民人」 are relatively clear, though 「監」 may mean either “observe,” “take warning from,” or “take as a model/mirror,” and 「君民人」 is slightly terse.

## Top 5 risk phrases and alternatives

1. **心靜**  
   - Main rendering: “the mind is still”  
   - Alternatives: “the heart-mind is calm”; “when the mind is tranquil”

2. **毋有所至**  
   - Main rendering: “has nowhere to which it goes”  
   - Alternatives: “does not arrive at anything”; “lets nothing reach it”; “is not directed toward anything”

3. **百體**  
   - Main rendering: “the hundred bodily parts”  
   - Alternatives: “all the parts of the body”; “the whole body”; “the many limbs and members”

4. **四相**  
   - Main rendering: “the four appearances”  
   - Alternatives: “the four forms”; “the four aspects”; possibly “the four limbs” if the text is corrupt for a similar phrase, but this is not in the supplied text

5. **莫不**  
   - Main rendering: “there are none that do not [respond / follow]”  
   - Alternatives: “all without exception…”; “none fail to…”; but the following verb or complement is missing in the supplied passage, so any completion is uncertain.","When the heart-mind is calm, none of the hundred bodies’ four ministers (ie., eyes, ears, mouth, and heels) is not (still). One who is the ruler should observe that so that he can rule the people."
4,xin-shi-wei-zhong-04,195,parallage_15_decision_log,Decision Log,false,gpt-5.5,326,37,0.01037302,0.17782177,0.34399759,0.09917355,0.15426997,0.02228412,0.12608158,0.05521472,"## Decision points and alternatives

1. **心**
   - Alternatives: “heart,” “mind,” “heart-mind.”
   - Choice: **“heart-mind”** to preserve the Classical Chinese sense of 心 as both cognitive and affective.

2. **靜**
   - Alternatives: “still,” “quiet,” “calm,” “at rest.”
   - Choice: **“still”** / “is still,” because the passage seems to describe an inner state.

3. **毋有所至**
   - Alternatives:
     - “do not let it have anywhere it goes”
     - “there is nothing to which it arrives”
     - “nothing reaches it”
   - Choice: **“has nowhere to arrive at / nothing to which it goes”**, with uncertainty noted. The syntax allows more than one reading: the heart-mind may be without an object or destination, or nothing may reach it.

4. **百體四相**
   - Alternatives:
     - “the hundred bodily parts and the four appearances”
     - “the hundred members and four forms”
     - possibly “four limbs,” if 相 were an error or variant, but the supplied text has 相, not 肢.
   - Choice: **“the hundred bodily parts and the four forms/aspects”**, keeping 相 as “forms/aspects” and not emending it.

5. **莫不**
   - Issue: The phrase is incomplete as supplied: 莫不 normally means “there is none that does not …,” but the following verb or complement is absent.
   - Choice: Render visibly as **“none is not [so / affected / included]”** rather than supplying a specific missing action.

6. **為君者其監於此**
   - Alternatives:
     - “Those who are rulers should take warning from this”
     - “Those who act as rulers should examine this”
     - “Let the ruler take this as a mirror”
   - Choice: **“Those who would be rulers should take this as a mirror/warning.”** 監 can mean to inspect, look to, or take as a cautionary model.

7. **以君民人**
   - Alternatives:
     - “in order to rule the people”
     - “thereby to be lord over the common people”
   - Choice: **“in order to rule the people.”** 君 is used verbally: “to rule as lord over.”

## Final translation

“When the heart-mind is still, it has nowhere to arrive at / nothing to which it goes; among the hundred bodily parts and the four forms, there is none that is not [so]. Those who would be rulers should take this as a mirror, in order to rule the people.”","When the heart-mind is calm, none of the hundred bodies’ four ministers (ie., eyes, ears, mouth, and heels) is not (still). One who is the ruler should observe that so that he can rule the people."
4,xin-shi-wei-zhong-04,197,parallage_16_adversarial_red_team,Adversarial Red Team,false,gpt-5.5,243,37,0.02220337,0.23608668,0.29150723,0.14285714,0.18571429,0.03623188,0.15726767,0.07818930,"### Translation

“Let the heart-mind be still, with nothing toward which it goes.  
As for the hundred bodily parts and the four forms, none do not [—the statement is incomplete or elliptical].  
Those who act as rulers should take this as a mirror, and by it rule the people.”

### Deliberately sceptical alternative

“The mind is quiet; let nothing arrive at it.  
The hundred members and four aspects—none [do not …].  
One who is a ruler should observe this, so as to lord it over the common people.”

### Points of uncertainty / divergence

- **心靜毋有所至**  
  - Main translation takes this as: “the heart-mind is still and has no object/destination.”  
  - Alternative takes **毋有所至** more literally as a prohibition: “let nothing arrive at it.”  
  - The phrase could mean either the mind does not go out toward things, or things do not reach/disturb the mind.

- **百體四相莫不**  
  - This is grammatically incomplete as transmitted: **莫不** means “none do not …,” but the verb or predicate after it is missing.  
  - I have not supplied a hidden completion such as “obey,” “respond,” or “be ordered,” because that would be conjectural.

- **為君者其監於此**  
  - **監於此** may mean “take this as a mirror,” “look carefully at this,” or “take warning from this.”  
  - The main translation uses “take this as a mirror”; the alternative uses the more neutral “observe this.”

- **以君民人**  
  - Main translation: “rule the people,” taking **君** as a verb.  
  - Alternative: “lord it over the common people,” a more sceptical rendering, because **君** as a verb can carry the sense of exercising rulership over others.","When the heart-mind is calm, none of the hundred bodies’ four ministers (ie., eyes, ears, mouth, and heels) is not (still). One who is the ruler should observe that so that he can rule the people."
4,xin-shi-wei-zhong-04,199,parallage_17_back_translation_audit,Back Translation Audit,false,gpt-5.5,223,37,0.01232220,0.19800472,0.28372568,0.11538462,0.18461538,0.00781250,0.15617128,0.06278027,"## English translation

“Let the mind be still, with nothing to which it goes or reaches. As for the hundred bodily parts and the four forms/aspects, there is none that does not [—predicate missing or implicit]. Those who are rulers should take this as a mirror/admonition, and thereby rule the people.”

## Back-translation into Classical-Chinese-like literal gloss

心宜靜，毋有所往至；百體四相，莫不［闕其所謂］。為君者，其鑒於此，以君民人。

## Mismatches / possible drift

1. **心靜毋有所至**  
   - I rendered this as an exhortation: “Let the mind be still…”  
   - But it could also be read more descriptively: “When the mind is still, there is nothing it reaches.”

2. **有所至**  
   - Translated as “goes or reaches,” combining spatial and intentional senses.  
   - The phrase may mean “arrives at something,” “attaches to something,” or “has an object it reaches.”

3. **百體四相莫不**  
   - The source appears incomplete after **莫不** (“none does not…”).  
   - I preserved this with “[predicate missing or implicit]” rather than supplying a verb such as “follow,” “be still,” or “be ordered.”

4. **四相**  
   - Rendered cautiously as “four forms/aspects.”  
   - The exact referent is uncertain from the supplied passage alone.

5. **監於此**  
   - Translated as “take this as a mirror/admonition.”  
   - **監/鑒** can imply “observe,” “take warning from,” or “use as a model”; the English includes more than one possible sense.

6. **以君民人**  
   - Rendered as “thereby rule the people.”  
   - Literally: “use [it] to lord/rule over the people/men.” The doubled sense of **民人** is flattened in English as “the people.”","When the heart-mind is calm, none of the hundred bodies’ four ministers (ie., eyes, ears, mouth, and heels) is not (still). One who is the ruler should observe that so that he can rule the people."
4,xin-shi-wei-zhong-04,201,parallage_audit_pack,Audit Pack,false,gpt-5.5,260,37,0.01729889,0.24702973,0.30413283,0.12794613,0.17508418,0.03412969,0.16070008,0.06923077,"## Translation

Let the heart-mind be still, with nothing toward which it goes.  
Of the hundred bodily parts and the four “forms/aspects,” there is none that does not [—].  
Those who are rulers should take this as a mirror, and thereby rule the people.

## Uncertainty notes

- **心靜毋有所至**: Could mean “let the mind be still and have no destination/object,” or “when the mind is still, nothing reaches it.” I have taken **心** as “heart-mind” and **毋有所至** as “have nothing toward which it goes.”
- **百體四相莫不**: The phrase appears incomplete: **莫不** normally expects a following verb or predicate (“none does not …”). Since none is supplied, I have marked the gap with **[—]** rather than filling it in.
- **四相**: Literally “four forms/aspects/appearances.” Its precise meaning here is uncertain; I have not normalized it to “four limbs” or any doctrinal term.
- **監於此**: Rendered as “take this as a mirror,” i.e. use it as a model or warning. It could also mean “observe this.”
- **君民人**: I read **君** as a verb, “to rule,” and **民人** as “the people.”

## Red-team alternative

When the mind is quiet, let there be no place to which it arrives.  
The hundred members of the body and the four aspects—none is not [affected/ordered].  
One who serves as ruler should observe this, using it to be lord over the common people.

## Back-translation audit

“Let the mind be still and without anything it goes to; the hundred bodies/body-parts and four aspects, none does not [missing predicate]. Those who act as rulers should look to this as a mirror, in order to rule the people.”","When the heart-mind is calm, none of the hundred bodies’ four ministers (ie., eyes, ears, mouth, and heels) is not (still). One who is the ruler should observe that so that he can rule the people."
4,xin-shi-wei-zhong-04,203,parallage_compact_literal,Compact Literal,false,gpt-5.5,35,37,0.07748586,0.34020867,0.34759964,0.38888889,0.47222222,0.05882353,0.40860215,0.21621622,"The heart is still; let it have nowhere it goes.  
The hundred bodies and four forms: none is not [so].  
Let those who are rulers take this as a mirror,  
and thereby rule the people.","When the heart-mind is calm, none of the hundred bodies’ four ministers (ie., eyes, ears, mouth, and heels) is not (still). One who is the ruler should observe that so that he can rule the people."
4,xin-shi-wei-zhong-04,205,parallage_idiomatic_reader,Idiomatic Reader,false,gpt-5.5,53,37,0.06616260,0.34703682,0.37273977,0.33333333,0.42222222,0.02325581,0.34857143,0.22641509,"“When the mind is still and has nowhere it goes, the hundred parts of the body and the four forms/aspects—none do not … [the predicate after ‘none do not’ is absent or unclear in the supplied text].  

Those who rule should take this as a mirror, and by it rule the people.”","When the heart-mind is calm, none of the hundred bodies’ four ministers (ie., eyes, ears, mouth, and heels) is not (still). One who is the ruler should observe that so that he can rule the people."
